chroma_stft,rms,spectral_centroid,spectral_bandwith,rollof,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.38590458,0.111210965,1977.4581490057421,2149.5318648419884,4445.1609293619795,0.06768346715856481,-214.67024,84.09927,-8.449487,49.70801,3.0115635,12.769267,-3.894368,11.499919,0.2492916,6.529244,4.00378,9.736785,6.29437,7.2336154,0.37351057,8.335195,9.128847,8.540816,-0.7867454,7.306155,Sin-Bandera-Dime-Que-Si
0.3765782,0.12586223,2062.635003850239,2277.0385894263563,4778.8258870442705,0.07055211950231481,-201.38097,80.29333,1.510776,45.196735,8.32326,11.571714,-5.4571195,11.204387,-0.9721284,3.404598,0.26591322,7.623871,2.9803991,5.1202106,-1.5811208,5.9649167,5.740884,7.4178214,-1.2215377,7.4302955,Sin-Bandera-Dime-Que-Si
0.37493628,0.14323588,2161.3890391368677,2411.4368142352027,4980.7993570963545,0.07550500940393519,-175.29701,79.8835,12.253466,42.194843,9.962031,11.678422,-10.035754,9.187388,-6.867313,3.6073413,-4.386427,3.6575277,-2.8650205,2.9720612,-4.674021,3.6706793,0.44042686,6.0614743,-1.7164767,8.589261,Sin-Bandera-Dime-Que-Si
0.36894298,0.1545803,2278.541991363023,2539.286555659756,5150.6724039713545,0.08101173683449074,-145.32394,81.68325,20.586496,42.834164,9.115019,12.370909,-16.295818,8.030542,-11.847648,2.7365835,-10.240574,-0.16185082,-8.098148,0.008684229,-7.2095428,0.2366884,-4.0015197,4.7851553,-3.0330753,7.631313,Sin-Bandera-Dime-Que-Si
0.3504205,0.17530459,2015.9564180652922,2409.494324131945,4653.963216145833,0.0721164279513889,-117.91343,94.46142,19.644505,44.653824,7.182491,9.385942,-19.49814,6.6429505,-12.6750965,4.3238263,-14.3124275,-3.3126757,-10.497913,1.3277459,-7.1221123,-2.4177108,-10.188071,0.81837666,-3.6725247,8.310182,Sin-Bandera-Dime-Que-Si
0.36528835,0.15364596,1630.4749551169054,2242.702757019558,3927.716064453125,0.04641384548611111,-140.63943,108.785576,18.588858,49.85289,8.634149,11.875497,-13.338987,7.5157957,-9.82138,9.0703745,-10.678447,-1.6593599,-10.448161,-2.213689,-5.02623,-0.80156106,-7.3355193,1.2553569,-1.9963033,9.092594,Sin-Bandera-Dime-Que-Si
0.37816995,0.1300471,1563.121778751088,2186.667808588039,3736.1602783203125,0.04431604456018518,-160.01663,110.618866,16.822376,49.572437,6.087545,14.725961,-9.868103,7.5197,-10.09683,11.596078,-8.546904,0.20318943,-9.249797,-1.8442556,-4.0586834,0.3102431,-5.954556,-0.19427383,-1.3108373,10.297455,Sin-Bandera-Dime-Que-Si
0.35379854,0.110659204,1561.5949680402666,2145.8865009655524,3722.9512532552085,0.045586480034722224,-174.93797,110.19113,14.169708,48.417953,1.1571934,15.213947,-8.537357,8.157411,-8.048522,10.592405,-6.4272165,4.900521,-6.097265,-2.1302292,-3.4412363,2.0989487,-4.290214,-1.8281357,-2.0750968,9.081788,Sin-Bandera-Dime-Que-Si
0.37541723,0.111465216,1700.1613843885598,2189.6222515744716,4012.652587890625,0.05548095703125,-163.86136,103.60996,10.019432,49.139946,-3.4624674,16.206966,-6.1808467,8.859081,-7.091305,9.391644,-5.4343047,7.208021,-2.673992,-0.98013425,-2.0056195,5.286437,-3.180245,-2.8174798,-3.4779127,9.598568,Sin-Bandera-Dime-Que-Si
0.37614712,0.10558298,1747.745061852143,2202.4359636849663,4109.5021565755205,0.05722837094907408,-164.34755,100.759186,8.655327,53.168186,-2.389249,17.573513,-3.9913661,9.0392275,-6.5390525,6.368743,-5.4504495,7.2785916,-2.187515,-1.3523481,-1.8698182,6.161514,-2.6856158,-2.619903,-3.9657495,9.457746,Sin-Bandera-Dime-Que-Si
0.37322107,0.09895791,1753.835730186261,2192.3709750783405,4148.4812418619795,0.05815746166087963,-169.23436,99.91955,6.4910545,56.2269,-1.8470591,17.235888,-2.6763349,9.633032,-4.0470834,4.406308,-6.9745355,4.512332,-1.4416232,0.3155646,-1.3459291,6.0772605,-3.5500607,-2.352721,-4.679414,8.545235,Sin-Bandera-Dime-Que-Si
0.35317466,0.11288101,1938.0493392590154,2278.3570742272227,4512.701416015625,0.06811749493634259,-148.82523,94.63104,4.398215,53.358635,0.25477543,14.9136305,-7.2819867,7.4970136,-4.928947,3.0158117,-8.909734,2.60731,-1.8416829,2.049644,-2.832709,4.447597,-5.604539,-2.1674104,-6.430718,6.3170524,Sin-Bandera-Dime-Que-Si
0.36291146,0.13213174,2176.30643790963,2392.7652687529585,4972.4253336588545,0.08250370732060185,-122.09704,87.41957,5.519105,54.182156,1.1422468,13.769993,-8.895812,7.662366,-6.563669,2.0012562,-11.151116,-0.05739906,-3.689977,2.4158514,-3.77965,3.9947271,-6.8126903,-0.8027103,-6.229535,7.243618,Sin-Bandera-Dime-Que-Si
0.30202088,0.14969301,2174.945432611118,2456.3557471607055,5180.4799397786455,0.07530608000578703,-118.27866,86.67519,12.004962,55.689995,3.9024243,13.3614025,-12.827682,9.794981,-9.739643,1.2576321,-8.899636,-1.048699,-7.082295,0.08600065,-6.0906425,3.670319,-8.037496,-0.44030365,-4.893575,6.435025,Sin-Bandera-Dime-Que-Si
0.26547244,0.16444835,2161.07295578159,2489.2278402309707,5284.906005859375,0.07122802734375,-115.87768,87.074165,16.450083,53.77149,5.9562263,12.744952,-18.402922,12.67407,-12.763335,0.069124505,-6.4324555,-1.2790965,-9.631191,-1.9615384,-6.9899755,4.9154153,-6.627201,-0.2584018,-3.0213714,5.387069,Sin-Bandera-Dime-Que-Si
0.23076594,0.17605212,2145.0366486420116,2520.212858055811,5225.590006510417,0.0704639576099537,-113.36766,86.23121,22.89327,53.1791,7.395014,13.23442,-23.27427,14.522345,-15.60053,-0.4015536,-5.3525934,0.3633603,-11.875447,-3.7651105,-7.5192146,4.73839,-5.4493093,0.19968255,-2.3120909,5.2769103,Sin-Bandera-Dime-Que-Si
0.21519145,0.16102692,1853.4080123347483,2351.310057305813,4410.418701171875,0.05939172815393518,-144.34828,96.80346,28.464495,56.095024,8.0985155,15.086683,-22.606459,18.100704,-15.247408,-2.9714708,-7.424351,-1.1492267,-14.108575,-4.812534,-3.180315,6.480374,-2.9182355,1.297851,-2.4444113,6.016101,Sin-Bandera-Dime-Que-Si
0.2126744,0.13572235,1416.9328694149735,2029.8016887764325,3376.575724283854,0.040891294126157406,-197.97316,116.49289,30.583464,53.999302,15.169564,15.575317,-20.161634,15.9168005,-14.603138,-3.4155962,-6.9417553,-3.789202,-14.743876,-5.5553865,0.6887145,6.868696,-0.5171067,2.7942722,-2.0250962,3.1831076,Sin-Bandera-Dime-Que-Si
0.23049894,0.10446705,1083.2137820484425,1655.1903020611383,2362.6708984375,0.03441930700231482,-253.67432,134.14372,32.766804,49.415703,21.388918,15.581056,-15.438106,11.747573,-12.024739,-4.5830503,-10.202706,-6.781735,-14.477391,-4.8516965,2.6596787,4.986622,0.8744525,4.5902658,-0.79333186,3.2289033,Sin-Bandera-Dime-Que-Si
0.25029355,0.07815791,793.5164949083701,1299.4741173668704,1479.3111165364583,0.030119719328703703,-317.58548,151.15083,37.972248,47.57949,28.332077,16.352474,-9.54554,7.238048,-10.218828,-5.159916,-12.773102,-9.326486,-15.03003,-5.3411593,3.5607758,4.106547,2.0067828,7.0807853,-0.30616167,2.9200215,Sin-Bandera-Dime-Que-Si
0.2731423,0.05600554,598.4768969500731,1017.8680171509421,920.6441243489584,0.027420609085648147,-379.55722,160.58064,43.111797,45.35009,33.596382,16.416702,-3.7961154,2.8092206,-8.643855,-6.1310706,-13.479431,-12.1276245,-13.880141,-4.0377445,5.0848675,5.674771,3.934663,8.196012,1.390001,2.2835753,Sin-Bandera-Dime-Que-Si
0.3150996,0.036530286,453.88104355027065,832.3692312559557,566.4927164713541,0.023105197482638888,-443.95993,164.16055,46.600197,44.6265,36.147877,15.972961,3.6941273,-0.4113156,-5.95445,-5.0875907,-10.229304,-11.66581,-10.460319,-4.662424,3.3998034,5.9834514,6.150717,10.097872,4.9695654,1.992757,Sin-Bandera-Dime-Que-Si
0.34392458,0.02524865,445.4467574656578,914.4941791689782,486.4410400390625,0.01837384259259259,-513.8477,166.77444,46.664215,45.70401,35.56101,15.572677,8.090276,1.0813421,-2.1464171,-3.884686,-8.498667,-8.698787,-6.604653,-2.7585235,4.221216,6.523417,6.745101,9.689355,6.7965355,3.9457247,Sin-Bandera-Dime-Que-Si
0.37202436,0.014720743,555.0823705866989,1188.3791094801186,795.3328450520834,0.01513671875,-568.9529,149.32762,47.897118,43.36906,33.19492,17.02196,10.587339,3.7596228,0.8588042,-1.398107,-4.218162,-2.810525,-1.1968068,0.9648957,6.3843575,8.940423,8.702706,9.438885,6.151044,3.911645,Sin-Bandera-Dime-Que-Si
0.40057886,0.006569252,858.2713211412004,1602.354313725294,1718.4193929036458,0.015125415943287037,-629.50446,126.816414,41.44283,40.413345,27.625172,19.92203,11.484289,7.7873797,3.997884,3.3180175,0.68737483,3.0268798,5.184271,5.4768577,8.9908495,10.694605,9.040169,8.466622,5.7099338,4.266159,Sin-Bandera-Dime-Que-Si
0.3684514,0.003141229,1060.451779485152,1631.047041751521,2132.8837076822915,0.02873851634837963,-706.80914,96.08014,28.464478,35.18369,17.515171,20.613707,7.4145904,11.244706,2.9503565,7.502898,0.9968697,6.9449654,5.4981537,8.06956,6.9579797,11.043873,6.1681437,7.665568,3.0207846,4.3924613,Sin-Bandera-Dime-Que-Si
0.28498465,0.0015250951,980.0612735953871,1426.8550706959822,2052.9317220052085,0.026543511284722224,-781.0872,62.554707,18.066257,25.821291,11.83573,15.965029,5.6383452,9.633807,3.1166275,7.826407,2.1872926,8.158105,5.5432324,9.425914,5.5918603,9.841388,3.6441152,5.719581,0.67886454,3.8247256,Sin-Bandera-Dime-Que-Si
0.2024705,0.000615085,865.2322297879464,1130.706271607341,1943.5709635416667,0.025232385706018517,-868.8688,35.768356,8.721167,16.129032,7.693512,10.97311,4.0928655,7.3560877,2.8256147,6.277604,2.7399297,6.715479,4.004968,8.088787,4.0835056,7.7537866,2.4142358,4.0893435,-0.573961,2.5781295,Sin-Bandera-Dime-Que-Si
0.0,0.0,0.0,0.0,0.0,0.0,-1131.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin-Bandera-En-Esta-No
0.0,0.0,0.0,0.0,0.0,0.0,-1131.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin-Bandera-En-Esta-No
0.0105471155,0.00029131238,139.8090839872755,52.272458648572105,197.78645833333334,0.00398536964699074,-935.4129,-0.83967507,-0.26738346,0.7581843,-0.03978043,0.2892898,-0.15002769,0.094295055,-0.15235004,0.39693606,-0.05253883,0.097450346,-0.17920904,0.0028840525,-0.018927243,0.23478685,0.048496168,0.10849561,-0.24225648,0.1759115,Sin-Bandera-En-Esta-No
0.10938792,0.0020652602,905.278361888513,605.9954054118157,1646.392822265625,0.06263337311921297,-773.32104,6.7225475,1.7277197,8.264589,-2.5660782,1.4820212,-3.1351533,-0.026312916,-3.248432,1.8807924,-1.7794235,0.7229766,-1.8856279,-0.8701606,-0.5821557,0.29195115,-1.525089,0.5117295,-1.2637446,1.2275114,Sin-Bandera-En-Esta-No
0.18207385,0.0030791725,1207.5052367662408,1033.8912727748127,2385.2508544921875,0.07377794053819445,-695.87164,35.244526,5.66071,13.750411,-3.8442428,1.6607934,-4.547442,-1.099207,-5.694273,1.3043509,-4.9151907,-0.08004107,-3.074246,-1.3749506,-1.580832,-0.28703713,-3.742557,0.65125036,-2.140482,2.0515978,Sin-Bandera-En-Esta-No
0.2502474,0.004455133,1559.0830621901641,1557.188210512946,3287.9007975260415,0.0839572482638889,-608.85785,61.489605,13.935818,14.976018,-4.32584,2.092806,-5.6623464,-1.2599154,-8.193345,0.9848414,-7.3582273,0.21457025,-4.3865576,0.029947245,-2.8948605,-0.17293838,-5.890283,0.70441794,-3.9688137,3.8552275,Sin-Bandera-En-Esta-No
0.33846495,0.0062871356,1906.225659697837,1950.165842649405,3974.5208740234375,0.10004340277777778,-517.267,89.84714,17.197084,19.203224,-5.5607815,2.2739217,-6.910641,-1.4098662,-10.450012,1.7982229,-9.064775,0.58274215,-5.8294744,1.5560242,-3.6671858,0.22863835,-7.4948163,0.75257957,-5.31995,5.0692234,Sin-Bandera-En-Esta-No
0.40285054,0.007787616,2076.7280331024363,2296.9826957591495,4350.8534749348955,0.1044017650462963,-432.2539,119.40365,20.531357,23.639536,-5.723635,3.5980916,-9.124946,-0.36764398,-12.257896,1.3365203,-11.819795,0.6706487,-6.974043,3.5069165,-4.8475537,1.633988,-8.359229,1.349086,-5.5772395,6.333418,Sin-Bandera-En-Esta-No
0.38438824,0.008522524,1604.4660816882388,2167.200194651712,3523.619588216146,0.05825466579861111,-406.10394,140.35966,20.478271,19.990402,-2.9218266,4.595675,-9.966727,1.2415023,-12.214569,0.532216,-12.66283,0.63895726,-7.678527,5.6373324,-6.366463,3.6235921,-8.517482,2.945053,-5.1736765,5.860842,Sin-Bandera-En-Esta-No
0.3939253,0.010618074,1566.0604590375738,2153.780418126347,3307.7392578125,0.05770082826967592,-378.35806,139.7777,17.45679,17.165642,0.6458004,5.5576196,-12.1795025,2.7774057,-12.030314,1.32885,-11.865891,0.94649,-7.769073,6.5761404,-7.1135364,4.542709,-6.5425467,4.1987395,-3.8235178,5.104876,Sin-Bandera-En-Esta-No
0.39708483,0.011998154,1551.0918031619572,2076.8605626646518,3115.2364095052085,0.06125217013888889,-357.7805,139.69672,9.52499,19.769297,3.365452,5.509219,-15.740743,3.2696757,-12.092197,4.146598,-11.931297,0.3390486,-8.641582,6.219222,-8.225237,6.1905975,-5.2041874,5.9127903,-2.157687,3.6240053,Sin-Bandera-En-Esta-No
0.36766198,0.013408277,1555.2326569652407,2128.0692580364694,3163.885498046875,0.05905490451388889,-338.25592,136.16411,6.418424,18.89235,5.64636,4.7660327,-19.964003,3.4974413,-11.346053,4.4969053,-13.020947,-0.48874155,-8.272408,5.4952416,-8.978612,6.6492186,-4.277582,7.284887,-2.1127264,1.4400507,Sin-Bandera-En-Esta-No
0.3774979,0.016895426,1820.4089046502875,2212.5791997422352,3670.1151529947915,0.07738353587962964,-305.39453,125.7942,1.2340815,17.699272,3.8692627,4.6573067,-20.92421,1.5502024,-12.889193,7.2098417,-11.887266,-0.6272287,-11.262001,4.1571536,-9.618599,5.9962826,-5.518033,7.446621,-3.5926285,0.5575963,Sin-Bandera-En-Esta-No
0.354004,0.018920973,2039.1295523412907,2338.051029812314,4235.9100341796875,0.08620198567708333,-288.8683,115.10722,1.5541123,17.108696,3.6215196,2.1533499,-20.897228,-2.112993,-11.5363455,6.771511,-12.449024,-1.9719297,-10.011774,4.5639005,-8.112901,4.200397,-5.2371836,6.0229516,-4.0548406,1.0007628,Sin-Bandera-En-Esta-No
0.31869644,0.022106722,2281.0501053718417,2495.1715693970273,4944.1131591796875,0.09143970630787036,-272.97986,103.14146,2.7367039,17.851374,0.9726481,1.6192241,-21.371147,-4.9736156,-12.311248,5.788134,-13.396041,-2.2724974,-10.0606365,5.3455434,-7.497002,4.87915,-6.615838,5.051254,-6.202503,2.3016067,Sin-Bandera-En-Esta-No
0.30874446,0.022178898,2279.4205135021234,2485.263960134881,4938.4307861328125,0.09007658781828703,-272.8511,103.18848,2.028636,17.946404,-0.62528527,2.4106746,-19.34985,-5.7241063,-11.4422245,4.8216033,-13.499284,-2.196515,-9.883721,5.13607,-8.338182,3.2967515,-7.7752404,3.3110025,-7.7008967,3.2575161,Sin-Bandera-En-Esta-No
0.31916553,0.021225175,2214.923839640312,2444.196672719668,4768.7571207682295,0.0867648654513889,-281.80917,106.50412,3.3165674,18.019178,-1.737034,3.9961166,-17.129686,-6.1508036,-10.84195,3.823126,-12.377592,-1.4753639,-10.749256,4.982223,-9.101088,2.9695637,-8.308251,1.3033648,-7.5392423,4.217625,Sin-Bandera-En-Esta-No
0.30504876,0.018249575,2033.739419095433,2435.4994998097363,4527.9541015625,0.07080982349537036,-303.62756,112.87095,8.082334,18.303452,0.4480689,3.7117355,-17.351578,-5.69895,-8.759602,1.7343261,-13.638851,-1.0284586,-8.210426,6.291018,-9.871329,2.8560638,-7.8839297,1.0002089,-6.966839,3.6614044,Sin-Bandera-En-Esta-No
0.31765723,0.017085234,1861.1000836037128,2321.0239772938085,4030.347696940104,0.06416151258680555,-315.56082,120.61665,10.494248,18.307516,0.3075594,4.5189905,-15.5094,-3.6426687,-9.291739,1.1292056,-12.517286,-1.2942729,-8.299703,5.2210546,-10.174446,3.2076933,-6.7873955,0.120943934,-7.0902514,2.5671346,Sin-Bandera-En-Esta-No
0.35066992,0.01458299,1780.3982451310014,2235.6817614079805,3719.013468424479,0.0665599681712963,-328.81082,127.853485,10.826087,21.254845,-2.3462381,5.300871,-13.69911,0.08181515,-11.90918,4.531289,-13.61426,0.49745438,-10.177704,5.930475,-11.314278,3.5007324,-7.983188,1.0988437,-7.70861,2.7946234,Sin-Bandera-En-Esta-No
0.34337032,0.01444504,1849.68633158659,2296.0600720166035,4011.0076904296875,0.06890417028356481,-334.96558,127.58782,16.940392,21.200888,-5.7057185,4.232986,-11.923523,-0.15110257,-12.839326,3.0421035,-14.021808,0.18802494,-9.951079,7.086387,-9.746088,3.6321383,-7.40301,1.5601001,-7.787515,3.101144,Sin-Bandera-En-Esta-No
0.3207259,0.01536,2010.1479556123597,2430.6354811807737,4572.4660237630205,0.0716213650173611,-331.2137,121.69352,22.594166,21.399788,-6.8337016,3.742006,-9.086116,-0.70406187,-13.995658,2.829401,-14.796565,-0.18917681,-9.482933,8.267215,-8.4312315,3.8016908,-6.5184116,2.7573502,-7.7045074,4.754273,Sin-Bandera-En-Esta-No
0.31761736,0.015508038,1859.2586564137443,2259.4047271653794,4086.5234375,0.0683322482638889,-341.75073,131.55432,21.016367,20.292923,-8.325558,3.4896698,-8.218151,0.94160014,-14.686961,2.5957117,-14.202874,-0.5662874,-9.386299,6.6576853,-7.6396313,2.8111906,-5.3911777,3.4620543,-6.426647,5.8649316,Sin-Bandera-En-Esta-No
0.31660298,0.017248541,1723.0523408579318,2131.687234926248,3743.138631184896,0.061756275318287035,-343.45706,138.03511,20.130375,18.651587,-5.352053,0.54843193,-7.119427,0.10812745,-12.958912,1.8199388,-12.308192,-1.7334974,-8.187826,2.8072903,-6.4415565,1.1602271,-4.0072823,2.8897343,-3.1402528,4.303501,Sin-Bandera-En-Esta-No
0.31487548,0.019977584,1468.5434540450908,1963.5694776373987,3090.064493815104,0.05326108579282408,-347.1498,150.04485,20.203491,13.0239315,-2.6058517,-1.5476323,-7.39867,-0.9602236,-11.071248,-0.16182286,-9.39211,-1.4773539,-6.3446255,-0.20489982,-4.6040616,0.6656604,-2.099665,2.7169409,-1.2037867,3.0627074,Sin-Bandera-En-Esta-No
0.33367857,0.022338161,1282.9375225889971,1797.1800547363894,2458.1746419270835,0.04761646412037037,-341.3298,158.4095,15.866695,12.280617,-0.9462688,-0.6051282,-8.754692,-0.8517669,-11.132824,0.18103564,-9.464005,1.0077754,-6.45813,-2.8381817,-2.8770273,1.0022969,-1.8738729,3.440793,-0.08875257,1.8051763,Sin-Bandera-En-Esta-No
0.37772992,0.028743936,1138.4880649386687,1682.2317504801958,1908.0312093098958,0.04527000144675926,-325.26666,164.13457,13.008329,13.216946,1.2035414,-1.4338831,-9.957949,-2.7492497,-12.022949,0.6250937,-8.964729,2.0148988,-6.68129,-5.199188,-1.7750978,1.0345073,-3.3110232,3.693364,-0.16477175,0.9138184,Sin-Bandera-En-Esta-No
0.3740741,0.030510213,1190.0084690759086,1727.4627868320017,2061.7045084635415,0.04664668330439815,-313.14,160.59071,11.917763,16.534533,0.5431752,-3.0339665,-10.383712,-3.4778879,-12.500438,0.23433876,-8.739185,2.4458735,-6.9781637,-5.188571,-1.7804523,1.1872433,-4.1875286,3.7635705,-0.70470124,0.66259265,Sin-Bandera-En-Esta-No
0.38931283,0.030067887,1176.889165983511,1704.51003598692,2048.1465657552085,0.046985767505787035,-311.52164,161.6914,10.805524,17.705921,-0.48989445,-2.3316286,-10.475586,-3.924508,-12.102001,-1.3866458,-7.3384004,2.618786,-6.578409,-3.5116227,-0.88649666,-0.06604611,-4.4905796,4.113625,-1.0055732,0.99790436,Sin-Bandera-En-Esta-No
0.38484904,0.03384796,1284.6406766144926,1743.612687744763,2291.3920084635415,0.05500623914930555,-299.2734,155.08821,10.910408,22.397537,-1.0245161,0.6426549,-10.567688,-2.6391003,-10.553591,-3.6008685,-6.8336496,0.55040586,-6.66411,-2.6278627,-1.4553368,-1.7007103,-4.8294473,4.3366327,-2.8795793,1.6403,Sin-Bandera-En-Esta-No
0.37039503,0.032145057,1236.0792652406806,1666.566107854032,2190.704345703125,0.05436650028935185,-312.06726,158.67548,8.92639,21.684977,0.25459278,0.32699782,-10.625066,-2.2268438,-10.596291,-4.749462,-5.0238123,-1.6939926,-7.1467886,-2.64066,-3.436568,-2.6344836,-3.696167,4.7710614,-3.3894954,1.4821129,Sin-Bandera-En-Esta-No
0.34173256,0.024955692,1111.7738503003372,1493.124118330546,1891.1834716796875,0.051825629340277776,-343.07535,167.10585,5.741662,18.19315,-0.48285174,-0.5876248,-10.0761175,-0.04966736,-8.863155,-6.186275,-4.182117,-3.6683362,-6.6554112,-3.6150405,-4.859263,-3.3111258,-0.9418657,4.9118495,-1.8998466,-0.4691459,Sin-Bandera-En-Esta-No
0.34705743,0.022948287,997.8628763548913,1337.104712413525,1640.6606038411458,0.049775300202546294,-363.79977,175.68707,8.442084,11.9014,2.8322139,-0.15084217,-8.5548315,0.3982963,-8.232006,-7.1011806,-4.1886134,-4.7705007,-6.799454,-4.08482,-4.7778783,-3.9491837,0.08582136,4.928463,-2.4383483,-1.1715833,Sin-Bandera-En-Esta-No
0.3375634,0.020363512,937.6537498929051,1224.7360494217883,1505.230712890625,0.049051920572916664,-381.8555,180.18001,10.702104,7.3274164,4.140459,-1.4936256,-6.973486,-0.789453,-8.033193,-6.738547,-5.5611577,-5.4463015,-5.7174206,-4.7423954,-5.340731,-4.137303,-0.0142859705,3.2577791,-3.27113,-1.8877906,Sin-Bandera-En-Esta-No
0.33086348,0.012466166,802.511725178019,1137.6854064872737,1227.2430419921875,0.04067654079861111,-425.3957,203.53082,-1.4127127,11.338361,0.40396544,-2.0451777,-6.705641,-2.0973678,-9.735024,-2.8349926,-10.928448,-1.7525398,-7.5447874,-2.9836972,-6.6331367,-3.7442873,-2.3479526,2.451422,-3.4075954,-1.9335848,Sin-Bandera-En-Esta-No
0.31170955,0.011442346,770.2815453138437,1079.9815563928273,1166.1824544270833,0.04018825954861111,-440.77576,209.31233,-2.6131916,13.308166,-0.96648407,-3.4740515,-6.1008472,-2.948411,-9.109364,-2.5242114,-13.385417,-1.1583906,-6.6171603,-2.094972,-4.739753,-3.6613514,-4.0868006,1.2726022,-3.814333,-2.109519,Sin-Bandera-En-Esta-No
0.31382442,0.010880991,742.5098216257932,1036.5763859036279,1124.51171875,0.039562084056712965,-451.99408,214.69893,-4.4483457,14.098757,-0.77821803,-4.0501075,-5.9263115,-3.030874,-9.607118,-2.7780282,-14.7178955,-0.6109773,-7.0467644,-1.3469846,-5.0126333,-4.2906466,-6.425234,0.24604975,-5.4000797,-1.1226757,Sin-Bandera-En-Esta-No
0.2933262,0.010566594,800.3478421296057,1149.6772457019233,1206.0587565104167,0.04035328052662037,-445.59598,204.21289,-1.9465563,15.807886,-3.548398,-3.2033398,-6.2213693,-3.344814,-9.655312,-1.2873775,-14.694694,0.7063144,-6.812351,-1.4311057,-4.669987,-2.15575,-8.202777,0.030790683,-5.5842566,-1.3900472,Sin-Bandera-En-Esta-No
0.2926843,0.0103228865,903.0383336978687,1319.892869800838,1473.8779703776042,0.04180456090856482,-432.11398,190.38158,0.19916506,19.626644,-3.5013828,-1.1401633,-7.0667205,-3.6663616,-9.760327,-0.7518649,-14.225678,2.3877428,-8.203592,-0.8985946,-3.9885283,-0.9338379,-9.143047,1.2403505,-5.742031,-1.1165162,Sin-Bandera-En-Esta-No
0.28763187,0.011199073,1016.3765988815272,1464.7923935167255,1856.04248046875,0.043303313078703706,-411.9545,169.35072,8.620874,15.765939,2.3823786,-2.0586598,-5.4421487,-4.802765,-7.9111857,-4.0990644,-10.525305,-0.6435455,-7.041855,-3.1407619,-1.7129087,-0.4977345,-6.788471,0.26013967,-3.577501,-3.1958408,Sin-Bandera-En-Esta-No
0.27765757,0.01487986,1104.2337938486735,1611.4545209292346,2069.031778971354,0.04198314525462963,-393.342,158.25885,7.6286983,19.28698,1.507174,1.7771477,-6.8252077,-2.2312648,-8.574247,-4.170262,-12.141253,-0.70637965,-8.480862,-2.8573258,-2.9885814,0.26239204,-7.8683233,-0.2882159,-4.790667,-2.24078,Sin-Bandera-En-Esta-No
0.2592634,0.0178856,1177.34701542141,1742.1004955539759,2242.144775390625,0.04088451244212963,-376.36633,149.11444,6.739467,23.873287,0.41280633,5.0851493,-7.900307,-0.47354126,-10.533416,-2.8641844,-13.812256,-1.6137123,-8.429756,-2.5922372,-2.6875792,-0.14187573,-8.120888,0.38425517,-5.766683,-1.7739717,Sin-Bandera-En-Esta-No
0.3033251,0.017081842,1317.8943548513523,1886.3080442394594,2696.8343098958335,0.04901123046875,-373.3811,139.90842,6.31314,27.162552,2.4642465,7.4308653,-7.958453,-0.032839034,-11.764365,-2.3228643,-14.025915,-1.6844424,-8.907033,-1.0036837,-3.2788832,0.704794,-8.256075,0.66843426,-3.7726886,-2.2678437,Sin-Bandera-En-Esta-No
0.32056585,0.017932018,1374.5877382343606,1928.85315585074,2869.4986979166665,0.052937825520833336,-372.0072,137.18515,5.57822,26.215355,1.9536546,9.169092,-6.989449,0.8964639,-12.011957,-0.9262694,-13.31592,-2.452854,-8.501188,-1.2705008,-3.8769515,0.62893665,-7.9550204,1.0082978,-3.81901,-3.3272567,Sin-Bandera-En-Esta-No
0.30956128,0.021658836,1263.6646917363048,1810.2086472316307,2566.7378743489585,0.04849582248263889,-368.49078,143.13368,3.2633898,27.544895,4.367337,7.978396,-5.7091103,2.8244202,-10.459679,1.1155424,-11.106675,-2.9035797,-6.227835,-1.3412962,-4.2753744,-0.57005006,-7.525362,-0.3334676,-4.977905,-3.1966097,Sin-Bandera-En-Esta-No
0.32819197,0.02324057,1205.624885370534,1729.2491870848544,2449.3021647135415,0.04979112413194445,-366.4428,148.6533,2.8971796,29.84533,6.6495066,8.109212,-3.5965014,2.754515,-10.687574,2.565268,-7.483416,-2.44062,-5.8768797,-1.7310531,-6.461212,-1.6973168,-6.038891,1.4686544,-1.8103354,-1.6213152,Sin-Bandera-En-Esta-No
0.35389596,0.025026225,1143.4915987493864,1638.5388190623698,2336.7513020833335,0.04949046947337963,-363.37195,155.50206,0.74410033,31.131502,9.39488,8.246846,-1.3173577,2.4132402,-9.85215,2.4302447,-4.6599965,-1.2874929,-6.4553504,-0.8650801,-7.5827203,-1.0560044,-5.214038,2.1884398,0.32813987,0.41273132,Sin-Bandera-En-Esta-No
