chroma_stft,rms,spectral_centroid,spectral_bandwith,rollof,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.2596356,0.11063142,1613.749385313318,1807.0115925935033,3475.468953450521,0.07267704716435185,-214.5011,133.31352,-8.734158,-4.3526397,-6.3362527,-2.8962846,-25.492367,-10.169627,-22.582542,-7.2955995,-13.442412,-2.0290797,-12.545092,-1.223359,-18.7002,-1.512955,-5.0042963,-2.7516308,-6.279893,-2.7185764,Sin-Bandera-Ahora-Se
0.23680045,0.13650635,1761.7195048818849,2003.5604980492242,3929.9591064453125,0.06727656611689815,-180.59843,120.979546,-8.218648,-0.6128816,-9.0093775,-0.8343307,-23.001081,-7.8346515,-20.457724,-10.314891,-15.925843,-2.9916387,-13.853045,4.1411304,-18.216236,-4.6000733,-11.748506,-3.97735,-8.822907,-5.1702476,Sin-Bandera-Ahora-Se
0.20871052,0.16089347,1930.8380055586942,2254.2030568441787,4510.109456380208,0.06212926793981482,-146.617,105.52575,-3.8616853,4.437345,-13.504253,0.84108704,-22.347055,-4.5426264,-21.88186,-10.96698,-18.085815,-3.073627,-18.258883,5.886193,-20.939844,-7.7595544,-18.362804,-7.313493,-11.855552,-4.4152875,Sin-Bandera-Ahora-Se
0.20817672,0.16271101,1951.5846488444274,2276.0716476430093,4560.4034423828125,0.06400553385416667,-143.71729,103.10677,-2.959709,5.0160456,-15.970869,0.092019826,-22.651169,-3.1844244,-21.134853,-8.110452,-17.610731,-4.726301,-22.349352,2.1460464,-26.367052,-7.06852,-16.635235,-6.773925,-9.215511,0.29064488,Sin-Bandera-Ahora-Se
0.22512591,0.14933488,1827.1043893328547,2116.851219255608,4055.419921875,0.06751392505787036,-153.06221,110.53724,-10.708656,6.9617014,-11.491506,-4.793465,-21.720297,-1.340352,-19.891417,-6.8726006,-17.154392,-3.5660794,-23.090902,0.11509422,-26.783716,-6.4657197,-12.916575,-1.7057351,-5.6079426,3.0272872,Sin-Bandera-Ahora-Se
0.25060898,0.13413702,1544.3881703805005,1809.8277823081664,3156.2591552734375,0.06984230324074074,-160.9257,131.49023,-20.861376,9.991708,-7.5720916,-6.4670954,-18.389742,-1.0657587,-15.867638,-6.975947,-15.819756,-2.2766225,-21.73486,0.4334406,-23.422241,-5.363626,-11.435362,-1.7656623,-7.3514485,3.3223405,Sin-Bandera-Ahora-Se
0.27197686,0.11118167,1358.1020927756201,1556.4789096767313,2631.9356282552085,0.07341851128472222,-182.47969,149.34567,-26.241564,8.256468,-5.308929,-6.468565,-17.280443,-1.7320036,-16.46437,-1.4540826,-13.023058,-1.9444662,-19.650015,-4.3476253,-22.369091,-4.04448,-5.842875,-1.5241663,-8.505424,2.011815,Sin-Bandera-Ahora-Se
0.27997324,0.09740061,1255.459359899953,1350.1113718187014,2257.945760091146,0.08043529369212964,-193.3873,164.35217,-35.11149,5.1657286,-2.5339854,-7.584788,-17.076391,-5.2266803,-16.978933,0.84193856,-12.017167,-2.3891704,-17.426558,-6.520795,-22.398954,-3.0594196,-2.5482452,0.40066668,-6.0980535,1.309195,Sin-Bandera-Ahora-Se
0.2639545,0.11734996,1553.4261124883503,1666.1739460733995,3165.031941731771,0.0822482638888889,-165.58054,146.98836,-26.672567,0.53532875,-4.621171,-4.421604,-18.706968,-5.557661,-21.047834,2.6344757,-10.682914,-1.6022047,-19.57885,-6.3587675,-19.905125,-0.63091904,-5.3857546,5.279151,-4.603348,1.0407393,Sin-Bandera-Ahora-Se
0.24243793,0.13087974,1664.1356220051707,1873.3738511477086,3773.5941569010415,0.07483136212384259,-154.06601,143.14436,-16.263012,-1.3067743,-5.96061,-3.211297,-17.696497,-6.1102643,-22.953793,2.677753,-9.601644,-2.2126195,-21.983007,-5.3078823,-14.670998,1.5246478,-11.739346,2.7526448,-6.8322825,-1.5807749,Sin-Bandera-Ahora-Se
0.22987975,0.13310221,1681.3056958052432,1900.14446042589,3888.53759765625,0.0733981662326389,-161.48463,143.96112,-11.499506,-3.8151946,-7.846618,-3.6016133,-19.185951,-9.995248,-25.42526,1.4916862,-8.222085,-0.32698363,-21.086063,-4.3969812,-13.267615,-0.07025994,-14.328064,4.5380487,-3.4580896,-2.1996303,Sin-Bandera-Ahora-Se
0.208408,0.13449593,1670.8495880815576,1888.9390685504814,3847.3653157552085,0.07053855613425926,-166.69307,144.27074,-10.12903,-5.3231463,-9.256627,-3.3201706,-17.656069,-10.344817,-24.61532,0.5377755,-8.019319,-1.9015508,-20.577139,-2.282272,-12.485876,-1.1216298,-15.829187,4.6513343,-0.8392772,0.26722774,Sin-Bandera-Ahora-Se
0.21778889,0.13613951,1670.7681171086804,1893.615528100667,3780.2734375,0.07725920500578703,-164.75827,141.75266,-9.604939,-4.764736,-4.8331785,-2.6011949,-17.36976,-7.921824,-24.90685,1.1986156,-6.6014514,-0.5592994,-20.03442,0.27703094,-14.610772,-2.8476975,-16.267014,4.8938684,-2.943504,-1.1055071,Sin-Bandera-Ahora-Se
0.24556066,0.107378155,1396.663852861571,1576.324589329446,2904.1910807291665,0.08323160807291667,-198.87503,159.85223,-19.154415,-1.3925993,2.4768264,-6.2392983,-15.987105,-7.298472,-19.770374,-0.59951204,-7.7282295,-1.2198716,-15.392959,1.9212117,-13.750734,-5.524432,-15.542598,0.30066645,-7.6847677,-4.553901,Sin-Bandera-Ahora-Se
0.26361188,0.07737518,1203.007755001112,1291.1130040170635,2148.3856201171875,0.08561650028935185,-238.6594,171.80316,-27.903797,0.32912275,8.5715685,-6.4962654,-17.620634,-7.2020726,-15.331591,-2.4962103,-8.105119,-1.2961433,-7.6119294,4.701835,-13.461894,-8.478306,-13.032833,-2.0187662,-7.9673796,-4.491491,Sin-Bandera-Ahora-Se
0.26970476,0.06578975,1136.7178301092235,1232.421362925405,1935.0972493489583,0.08402732566550926,-263.13336,177.1584,-30.63483,3.775532,14.755238,-6.233759,-16.346642,-1.3202829,-16.040651,-1.7169608,-11.485362,1.0470275,-6.3045197,3.1626983,-15.791108,-5.9650054,-11.975274,-3.2262528,-10.700714,-2.0909925,Sin-Bandera-Ahora-Se
0.27930674,0.062478904,1197.330236122441,1350.9854350416738,2175.9501139322915,0.08338984736689815,-268.75082,159.51198,-17.590006,1.9116155,19.357298,-2.6795902,-15.866609,-0.020224677,-13.604042,-7.9645443,-10.825478,1.4860871,-1.9126292,-2.3673215,-14.967455,-6.4371815,-10.3368635,-4.9762597,-9.473482,-5.9512525,Sin-Bandera-Ahora-Se
0.28003886,0.07315205,1395.9598282959842,1586.5555955396878,2795.677693684896,0.0801120334201389,-255.04149,141.03119,-8.565185,1.7859972,12.195928,-1.2520185,-13.973364,0.33176014,-12.717157,-8.244029,-15.034302,-0.85585105,-2.4337447,-4.1810646,-9.730823,-3.236386,-12.337331,-6.2724476,-9.339794,-6.2451487,Sin-Bandera-Ahora-Se
0.28671402,0.08078644,1539.9825682703984,1773.4633029958147,3225.1953125,0.07228597005208333,-239.07603,131.86153,-1.7330978,3.117222,7.669348,2.3893127,-12.107858,0.9351948,-13.638837,-6.479098,-16.795176,-0.096936405,-3.9078906,-6.2105875,-7.929971,-2.2380002,-11.4519205,-4.7724113,-8.99065,-6.53777,Sin-Bandera-Ahora-Se
0.30186704,0.080327086,1471.5905079983868,1757.3591684696328,3121.0184733072915,0.06376139322916667,-241.71365,137.52132,5.877029,0.5075184,5.142086,3.9280875,-7.7590184,1.2237817,-13.577007,-5.1283116,-16.535692,-0.6633459,-7.600571,-9.111544,-7.2385187,-0.48157337,-8.188231,-3.4091747,-8.842473,-7.0728555,Sin-Bandera-Ahora-Se
0.31791672,0.09130008,1939.963292727551,2096.182208497385,4210.9873453776045,0.08480043764467593,-210.076,116.85792,11.591897,3.7023213,1.6856123,5.653353,-9.362881,-0.22556135,-14.7724695,-1.2018269,-17.379337,-2.0325236,-12.241992,-7.0101285,-5.91503,0.7072556,-10.752407,-1.6344721,-9.078191,-7.340096,Sin-Bandera-Ahora-Se
0.31359652,0.10691647,2113.7483694642,2282.6013992616386,4705.204264322917,0.08606409143518519,-186.96281,108.22767,14.903529,5.696491,-2.9625723,4.9354796,-10.702553,-0.004370654,-15.840278,2.8698397,-17.701378,-2.4134045,-14.217042,-5.182502,-5.542277,0.31164175,-12.46891,-2.570259,-11.011224,-6.9298625,Sin-Bandera-Ahora-Se
0.32035884,0.08229126,1823.0763325485216,2006.7130848671786,3909.9212646484375,0.07707383897569445,-228.36209,130.17917,17.99077,2.8576834,-0.49432796,5.2304926,-13.581674,-1.1635693,-11.058659,2.4404557,-15.885975,-0.11205306,-9.643618,-3.2907145,-5.8075366,-0.8876049,-11.346112,-3.0326126,-9.401628,-3.7328615,Sin-Bandera-Ahora-Se
0.31456828,0.0769209,1802.1896806683887,2006.8390837494512,3790.142822265625,0.07920328776041667,-242.65813,130.1786,25.724613,2.3328717,-3.0481124,3.5903597,-11.923107,-0.057423767,-10.292309,2.3982685,-14.85312,1.4893785,-7.2368603,-2.2222102,-7.0500774,0.94784176,-11.021676,-4.9064145,-10.376241,-3.6220613,Sin-Bandera-Ahora-Se
0.2902557,0.0909389,2033.5181309075322,2285.192180319065,4429.5094807942705,0.08275236906828703,-224.52763,111.960236,30.67841,7.011591,-5.2684484,2.3415587,-13.105688,0.0027566133,-13.499923,4.7036905,-17.65182,0.37630096,-7.461752,-2.220611,-6.2522154,0.7856708,-15.116811,-3.9581542,-11.888872,-4.056559,Sin-Bandera-Ahora-Se
0.269119,0.08406809,1641.1401820169613,2024.4167785168231,3575.060017903646,0.05989357277199074,-252.0825,132.51051,27.833483,2.353776,-3.3894458,0.99054307,-12.511613,0.9250053,-11.372848,3.8397398,-17.882736,-0.7785581,-4.2817726,-4.466757,-5.94916,-0.94824195,-12.695452,-3.808402,-11.165615,-3.1788116,Sin-Bandera-Ahora-Se
0.2822182,0.067220695,1468.8023472221748,1822.4155581123332,3011.308797200521,0.05909559461805555,-271.9442,144.62737,24.052052,2.183623,-1.2963034,0.50869226,-11.37434,-1.1274252,-8.153676,3.3498018,-19.250608,-2.7711961,-3.498326,-4.4851966,-5.6691217,-0.28600594,-10.816328,-4.5869713,-9.333167,-1.2467269,Sin-Bandera-Ahora-Se
0.27584085,0.085156955,1810.1297078038433,2110.2751692895204,3886.5437825520835,0.06654866536458333,-238.66844,122.49862,21.698122,6.3464437,-5.3502684,1.335942,-11.870239,-1.1135489,-14.135335,3.9420867,-20.788149,-5.3313255,-8.28043,-5.963256,-5.65259,0.3266543,-14.358662,-4.2091613,-12.4653635,-3.110558,Sin-Bandera-Ahora-Se
0.24848995,0.10770995,1725.9467931501229,2125.905821192626,3692.9443359375,0.05586977358217592,-233.8286,120.305504,22.39149,3.9548578,-3.8263648,2.8099718,-15.029076,2.6136022,-18.376818,2.5785613,-18.21741,-8.485669,-9.713661,-6.4692187,-5.794912,-0.004529812,-16.862364,-2.6225417,-13.226408,-2.179757,Sin-Bandera-Ahora-Se
0.24199478,0.097249,1497.9146959922625,1806.550870818983,3029.5023600260415,0.05922670717592592,-251.85994,139.86693,13.25095,-2.4954348,-0.029235628,3.4337611,-12.42653,3.1197815,-17.284842,-2.4238706,-13.177971,-6.2348123,-10.29168,-6.7874846,-5.4595184,0.65566325,-14.221581,-5.801517,-12.468483,0.94051033,Sin-Bandera-Ahora-Se
0.25251105,0.11312223,1549.7152021261384,1896.2093533133016,3184.3719482421875,0.062131528501157406,-233.15782,133.79384,13.405913,0.31789595,-2.4756503,2.4557438,-12.705581,5.564157,-20.545942,-3.297003,-13.141376,-5.7036734,-13.45421,-5.5049686,-5.7573986,1.6405015,-15.686796,-6.493631,-12.613689,-0.6321698,Sin-Bandera-Ahora-Se
0.23901005,0.13137613,1800.6301999397251,2099.8170300967786,3883.0546061197915,0.07295509620949074,-204.96045,119.619125,16.435335,3.0022457,-5.2141485,3.0579028,-16.499947,8.393053,-21.098593,-1.7461424,-12.375167,-5.9486327,-15.910576,-3.5093944,-4.758093,3.0893383,-15.931083,-4.093702,-13.782508,-3.450015,Sin-Bandera-Ahora-Se
0.24799116,0.13923408,1534.8314950627116,1945.4523144875725,3215.1763916015625,0.06490071614583333,-201.68718,135.89189,16.087101,4.7729464,1.0734103,3.6728098,-13.877681,12.340356,-17.919172,-0.15446246,-8.781305,-3.5280511,-14.3253975,0.28012452,-3.3062146,5.993973,-10.819177,-3.1605804,-13.712974,-4.101588,Sin-Bandera-Ahora-Se
0.29571846,0.13416773,1557.4061584802175,1909.5009061372382,3424.1780598958335,0.06755009403935185,-188.5025,141.88092,14.489936,10.749966,4.1126475,3.3888493,-8.827554,10.842754,-11.392088,2.8887177,-9.717721,0.27767295,-13.619846,2.6849487,-0.40011594,6.6616263,-5.212601,-1.6258842,-11.651894,-2.1256373,Sin-Bandera-Ahora-Se
0.33478555,0.16297771,1853.8264160815725,2266.9818838605197,4305.045572916667,0.0684475368923611,-150.29344,122.93495,26.292168,19.120293,2.3040922,6.306446,-11.821114,14.639626,-10.244371,9.70039,-11.56682,2.3397937,-12.400895,6.7628536,-1.0092009,7.702073,-3.2679899,3.8748264,-10.924921,-1.7887522,Sin-Bandera-Ahora-Se
0.33649775,0.17315415,1902.345123795448,2364.5368957313744,4496.9004313151045,0.06843171296296297,-136.04669,120.71872,29.41011,20.703682,3.6972752,9.230879,-10.30494,15.75146,-11.18418,17.52908,-8.897228,4.6982365,-9.233486,10.475984,-0.46875566,9.693895,-1.586632,7.061962,-10.797855,1.1540841,Sin-Bandera-Ahora-Se
0.35695934,0.1711209,1626.2630501931492,2172.9139238033713,3837.5457763671875,0.05522099247685185,-144.4867,137.18411,26.372017,20.849426,8.052263,10.489579,-5.9713674,15.47276,-9.872294,18.919302,-4.7065573,8.434645,-4.2492304,11.818432,0.73537207,8.534643,-0.9237411,10.146084,-4.571894,2.9332094,Sin-Bandera-Ahora-Se
0.3505015,0.17653304,1711.1033118930466,2247.511339905727,4095.49560546875,0.058134856047453706,-134.6007,129.79495,25.79004,21.677315,6.7344418,10.983689,-7.3698025,15.671515,-10.543624,18.352684,-4.2110953,10.139581,-3.0723097,11.369566,0.20403558,7.4858484,-2.8664358,10.81779,0.4515381,5.0195255,Sin-Bandera-Ahora-Se
0.30510122,0.1868261,1825.1340921940393,2342.774673211153,4381.6579182942705,0.0636890552662037,-119.38346,120.541504,22.417141,20.91496,9.868552,11.677149,-11.590163,15.497225,-13.623325,17.41752,-3.256615,8.797777,0.17404443,12.8673935,-1.6012322,7.913132,-7.020432,11.437146,0.40220246,3.8693728,Sin-Bandera-Ahora-Se
0.3128629,0.1917339,1652.1888545704353,2239.2339039260237,3987.2314453125,0.054314507378472224,-123.81323,127.35147,17.465454,19.582394,13.9063225,11.192875,-11.052198,14.747611,-13.15142,16.196995,-2.6480045,8.615041,3.4191437,13.352003,-0.10971373,8.6868105,-8.92044,12.165966,0.8901596,2.7509868,Sin-Bandera-Ahora-Se
0.36079505,0.20383747,1741.9065448161364,2293.693707140545,4182.525634765625,0.04965549045138889,-123.359795,123.43383,19.75231,20.192211,15.034473,14.062391,-10.422138,14.899505,-11.248707,13.821166,-3.7314882,9.686304,4.938558,14.294741,0.85273796,10.253269,-8.245913,11.000741,0.84207886,3.6933436,Sin-Bandera-Ahora-Se
0.33597022,0.21774596,2050.1804446361148,2541.1518609194122,4931.7515055338545,0.05417209201388889,-109.44879,105.0602,26.080923,22.695662,13.475023,18.043089,-9.290499,15.152464,-13.626014,16.819683,-5.212594,8.667556,3.6402266,16.2809,0.8576421,13.450396,-9.361976,8.014015,-3.165798,7.007279,Sin-Bandera-Ahora-Se
0.35487944,0.21892455,1932.5880478146125,2447.7365364720354,4583.5316975911455,0.04801206235532408,-124.26554,110.86927,29.671068,22.662832,13.840316,21.256163,-7.1627727,13.7669,-13.388697,18.748396,-4.67524,7.396284,3.2126663,18.140934,1.5073906,13.430841,-8.932939,6.3148785,-5.2261653,7.200521,Sin-Bandera-Ahora-Se
0.41352105,0.22266331,1624.1530433888038,2131.6500196121037,3805.2459716796875,0.03639051649305555,-160.3797,130.51653,34.322746,19.981546,13.806172,23.513138,-1.26802,12.1271,-10.96262,18.33409,-2.1569312,8.963764,2.0825636,16.304897,4.326234,14.331378,-4.9293947,4.2901583,-3.9979095,6.7813506,Sin-Bandera-Ahora-Se
0.3980423,0.23568998,1690.3221055975741,2178.6776071787835,3963.7044270833335,0.042234067563657406,-145.84239,126.53529,34.137238,19.847326,10.776986,22.984482,-2.622419,11.09268,-12.753681,19.33607,-1.6274348,8.614091,-1.2218382,15.613128,2.9932845,12.645904,-5.5441294,3.3367162,-3.4883707,7.3828464,Sin-Bandera-Ahora-Se
0.37460732,0.23141421,1713.0034406478235,2156.4145404249475,4006.322224934896,0.05227322048611111,-131.86037,127.31543,29.405956,21.943895,11.4788885,18.144207,-6.5820947,12.4053,-11.684246,17.391802,-2.5019665,6.3208766,-2.9500976,12.952391,0.8767226,10.003572,-7.586938,3.1127493,-4.095508,6.023258,Sin-Bandera-Ahora-Se
